Index       TIME          V(VCO_OUT_P)      V(VCO_OUT_N)         I(VDD)      
6362     1.65986782e-09    1.35563021e+00    1.00778323e+00   -9.24318170e-03
6363     1.65999901e-09    1.38495435e+00    9.81984331e-01   -9.28062856e-03
6364     1.66013020e-09    1.41620101e+00    9.54516011e-01   -9.31414858e-03
6365     1.66026138e-09    1.44917615e+00    9.25529236e-01   -9.34349275e-03
6366     1.66039257e-09    1.48299375e+00    8.95873843e-01   -9.36845469e-03
6367     1.66052376e-09    1.51620076e+00    8.66903723e-01   -9.38890077e-03
6368     1.66065495e-09    1.54785238e+00    8.39445393e-01   -9.40481429e-03
6369     1.66078614e-09    1.57763285e+00    8.13821772e-01   -9.41623827e-03
6370     1.66104852e-09    1.63111889e+00    7.68654616e-01   -9.42567083e-03
6371     1.66131090e-09    1.67612304e+00    7.31998989e-01   -9.41718061e-03
6372     1.66157327e-09    1.71209057e+00    7.04342081e-01   -9.39077648e-03
6373     1.66183565e-09    1.73884684e+00    6.85695307e-01   -9.34671548e-03
6374     1.66209803e-09    1.75703602e+00    6.75239641e-01   -9.28561818e-03
6375     1.66236041e-09    1.76782749e+00    6.71703125e-01   -9.20840349e-03
6376     1.66262279e-09    1.77253715e+00    6.73779719e-01   -9.11609002e-03
6377     1.66288516e-09    1.77239079e+00    6.80249479e-01   -9.00967947e-03
6378     1.66340992e-09    1.76176882e+00    7.01805791e-01   -8.75974320e-03
6379     1.66445943e-09    1.71599371e+00    7.60137550e-01   -8.15882935e-03
6380     1.66550894e-09    1.65226721e+00    8.21588863e-01   -7.51369209e-03
6381     1.66655846e-09    1.57844210e+00    8.77972718e-01   -6.95336074e-03
6382     1.66760797e-09    1.49459550e+00    9.32429942e-01   -6.59446096e-03
6383     1.66865748e-09    1.40240373e+00    9.89257606e-01   -6.51408392e-03
6384     1.66970699e-09    1.30886018e+00    1.04891940e+00   -6.73155259e-03
6385     1.67075650e-09    1.22134107e+00    1.11104698e+00   -7.20397219e-03
6386     1.67180601e-09    1.14150553e+00    1.17909872e+00   -7.83629321e-03
6387     1.67206827e-09    1.12124908e+00    1.19937621e+00   -8.00692271e-03
6388     1.67218968e-09    1.11086334e+00    1.20996283e+00   -8.08570891e-03
6389     1.67223067e-09    1.10698293e+00    1.21394804e+00   -8.11227694e-03
6390     1.67226756e-09    1.10297413e+00    1.21807013e+00   -8.13615391e-03
6391     1.67229783e-09    1.09934331e+00    1.22178016e+00   -8.15571976e-03
6392     1.67232809e-09    1.09554706e+00    1.22564385e+00   -8.17527724e-03
6393     1.67238862e-09    1.08714214e+00    1.23408809e+00   -8.21436573e-03
6394     1.67244914e-09    1.07798768e+00    1.24317686e+00   -8.25346076e-03
6395     1.67250967e-09    1.06840530e+00    1.25267635e+00   -8.29259265e-03
6396     1.67263072e-09    1.04840292e+00    1.27270408e+00   -8.37088496e-03
6397     1.67275177e-09    1.02732865e+00    1.29415995e+00   -8.44897539e-03
6398     1.67287282e-09    1.00505640e+00    1.31719718e+00   -8.52649698e-03
6399     1.67299387e-09    9.81449427e-01    1.34193602e+00   -8.60307752e-03
6400     1.67311493e-09    9.56456526e-01    1.36841466e+00   -8.67835942e-03
6401     1.67323598e-09    9.30103181e-01    1.39658860e+00   -8.75200101e-03
6402     1.67335703e-09    9.02525891e-01    1.42629084e+00   -8.82368517e-03
6403     1.67339415e-09    8.93851131e-01    1.43569028e+00   -8.84512547e-03
6404     1.67343128e-09    8.85181605e-01    1.44509927e+00   -8.86645327e-03
6405     1.67350553e-09    8.67981308e-01    1.46384859e+00   -8.90841247e-03
6406     1.67365402e-09    8.34776502e-01    1.50030607e+00   -8.98940861e-03
6407     1.67395102e-09    7.75307815e-01    1.56679182e+00   -9.13890071e-03
6408     1.67424801e-09    7.26528705e-01    1.62345262e+00   -9.27025826e-03
6409     1.67454500e-09    6.89408800e-01    1.66940626e+00   -9.38127002e-03
6410     1.67484200e-09    6.64366275e-01    1.70405976e+00   -9.46983115e-03
6411     1.67513899e-09    6.50697092e-01    1.72784584e+00   -9.53437978e-03
6412     1.67543598e-09    6.46699090e-01    1.74226219e+00   -9.57393321e-03
6413     1.67573298e-09    6.50456878e-01    1.74917493e+00   -9.58781754e-03
6414     1.67602997e-09    6.60179020e-01    1.75033351e+00   -9.57547000e-03
6415     1.67632696e-09    6.74270626e-01    1.74717541e+00   -9.53657048e-03
6416     1.67692095e-09    7.10180224e-01    1.73229096e+00   -9.38097218e-03
6417     1.67810892e-09    7.92361615e-01    1.68292255e+00   -8.80765156e-03
6418     1.67929690e-09    8.71889518e-01    1.61708549e+00   -8.00791575e-03
6419     1.68048487e-09    9.43756777e-01    1.53546437e+00   -7.18901178e-03
6420     1.68167284e-09    1.01161765e+00    1.43675434e+00   -6.56779352e-03
6421     1.68286082e-09    1.07624331e+00    1.32842807e+00   -6.30953894e-03
6422     1.68404879e-09    1.13797534e+00    1.22161725e+00   -6.48352849e-03
6423     1.68425184e-09    1.14847306e+00    1.20419582e+00   -6.56230181e-03
6424     1.68465793e-09    1.16997533e+00    1.16968657e+00   -6.74149599e-03
6425     1.68497577e-09    1.18875429e+00    1.14271894e+00   -6.92002821e-03
6426     1.68517591e-09    1.20199995e+00    1.12485253e+00   -7.04002756e-03
6427     1.68529212e-09    1.21083473e+00    1.11349903e+00   -7.11209985e-03
6428     1.68533234e-09    1.21430374e+00    1.10919410e+00   -7.13732243e-03
6429     1.68536854e-09    1.21793932e+00    1.10482303e+00   -7.16024099e-03
6430     1.68539926e-09    1.22135575e+00    1.10076736e+00   -7.17984722e-03
6431     1.68542997e-09    1.22492691e+00    1.09654465e+00   -7.19953547e-03
6432     1.68549140e-09    1.23279015e+00    1.08728236e+00   -7.23942823e-03
6433     1.68555283e-09    1.24130243e+00    1.07727020e+00   -7.28005083e-03
6434     1.68561426e-09    1.25023268e+00    1.06683010e+00   -7.32143114e-03
6435     1.68573712e-09    1.26915735e+00    1.04509976e+00   -7.40636473e-03
6436     1.68585998e-09    1.28956636e+00    1.02227338e+00   -7.49392821e-03
6437     1.68598284e-09    1.31161799e+00    9.98225204e-01   -7.58371418e-03
6438     1.68610569e-09    1.33543416e+00    9.72825255e-01   -7.67530292e-03
6439     1.68622855e-09    1.36105307e+00    9.46030828e-01   -7.76828101e-03
6440     1.68635141e-09    1.38842831e+00    9.17876154e-01   -7.86224346e-03
6441     1.68647427e-09    1.41736978e+00    8.88527268e-01   -7.95680351e-03
6442     1.68651134e-09    1.42637958e+00    8.79484151e-01   -7.98540684e-03
6443     1.68654841e-09    1.43539290e+00    8.70455343e-01   -8.01401251e-03
6444     1.68662255e-09    1.45332468e+00    8.52578599e-01   -8.07121185e-03
6445     1.68677083e-09    1.48811947e+00    8.18123590e-01   -8.18537060e-03
6446     1.68706739e-09    1.55140674e+00    7.56420948e-01   -8.41134917e-03
6447     1.68736394e-09    1.60516458e+00    7.05710629e-01   -8.63169782e-03
6448     1.68766050e-09    1.64857894e+00    6.66966979e-01   -8.84266572e-03
6449     1.68795706e-09    1.68111537e+00    6.40619927e-01   -9.04043427e-03
6450     1.68825362e-09    1.70326638e+00    6.25967491e-01   -9.22156647e-03
6451     1.68855017e-09    1.71655735e+00    6.21325336e-01   -9.38307312e-03
6452     1.68884673e-09    1.72285567e+00    6.24802828e-01   -9.52218646e-03
6453     1.68914329e-09    1.72390130e+00    6.34631998e-01   -9.63620103e-03
6454     1.68943985e-09    1.72111645e+00    6.49234102e-01   -9.72263566e-03
6455     1.69003296e-09    1.70834059e+00    6.87375939e-01   -9.80511983e-03
6456     1.69121919e-09    1.66764432e+00    7.78204236e-01   -9.60304688e-03
6457     1.69240543e-09    1.61434211e+00    8.70134983e-01   -8.96945528e-03
6458     1.69359166e-09    1.54585514e+00    9.54984418e-01   -8.06851921e-03
6459     1.69477789e-09    1.45753639e+00    1.03299999e+00   -7.13812528e-03
6460     1.69596412e-09    1.35420568e+00    1.10229878e+00   -6.42327102e-03
6461     1.69715035e-09    1.24569564e+00    1.16202025e+00   -6.11105717e-03
6462     1.69735976e-09    1.22660206e+00    1.17171050e+00   -6.11395365e-03
6463     1.69777859e-09    1.18837908e+00    1.19128654e+00   -6.15175385e-03
6464     1.69807623e-09    1.16063719e+00    1.20644321e+00   -6.23206752e-03
6465     1.69826934e-09    1.14169992e+00    1.21747919e+00   -6.29668342e-03
6466     1.69838965e-09    1.12883208e+00    1.22551562e+00   -6.34170124e-03
6467     1.69843076e-09    1.12403752e+00    1.22868668e+00   -6.35763231e-03
6468     1.69846776e-09    1.11920120e+00    1.23207065e+00   -6.37241074e-03
6469     1.69849913e-09    1.11473979e+00    1.23527874e+00   -6.38526352e-03
6470     1.69853050e-09    1.11010525e+00    1.23864432e+00   -6.39827945e-03
6471     1.69859325e-09    1.09999340e+00    1.24610453e+00   -6.42531951e-03
6472     1.69865599e-09    1.08911205e+00    1.25421501e+00   -6.45375397e-03
6473     1.69871874e-09    1.07779039e+00    1.26274306e+00   -6.48361934e-03
6474     1.69884423e-09    1.05424607e+00    1.28088089e+00   -6.54756740e-03
6475     1.69896972e-09    1.02952155e+00    1.30054376e+00   -6.61689924e-03
6476     1.69909521e-09    1.00348262e+00    1.32190284e+00   -6.69124115e-03
6477     1.69922070e-09    9.76003065e-01    1.34508418e+00   -6.77020049e-03
6478     1.69934619e-09    9.47052150e-01    1.37012208e+00   -6.85338289e-03
6479     1.69947168e-09    9.16680999e-01    1.39695896e+00   -6.94039544e-03
6480     1.69959717e-09    8.85136659e-01    1.42533079e+00   -7.03085729e-03
6481     1.69972266e-09    8.53400110e-01    1.45424634e+00   -7.12440162e-03
6482     1.69984815e-09    8.22655898e-01    1.48242860e+00   -7.22071441e-03
6483     1.70009912e-09    7.66224109e-01    1.53437159e+00   -7.42059242e-03
6484     1.70035010e-09    7.17544235e-01    1.57965683e+00   -7.62857936e-03
6485     1.70060108e-09    6.77291557e-01    1.61781900e+00   -7.84220833e-03
6486     1.70085206e-09    6.45948604e-01    1.64843412e+00   -8.05873625e-03
6487     1.70110304e-09    6.23629161e-01    1.67135708e+00   -8.27539205e-03
6488     1.70135402e-09    6.09733023e-01    1.68712426e+00   -8.48950250e-03
6489     1.70160500e-09    6.03203619e-01    1.69674677e+00   -8.69850681e-03
6490     1.70185598e-09    6.02906556e-01    1.70139143e+00   -8.89985758e-03
6491     1.70210696e-09    6.07770711e-01    1.70217483e+00   -9.09092732e-03
6492     1.70260892e-09    6.28809890e-01    1.69609128e+00   -9.43068179e-03
6493     1.70361283e-09    6.96947295e-01    1.66870104e+00   -9.88100635e-03
6494     1.70461675e-09    7.80259594e-01    1.63341067e+00   -9.96609818e-03
6495     1.70562067e-09    8.64848592e-01    1.59426274e+00   -9.66664460e-03
6496     1.70662458e-09    9.46705743e-01    1.54631192e+00   -9.04072300e-03
6497     1.70762850e-09    1.02456946e+00    1.48431883e+00   -8.20999841e-03
6498     1.70863242e-09    1.09516010e+00    1.40875746e+00   -7.33442714e-03
6499     1.70963634e-09    1.15521131e+00    1.32400680e+00   -6.58093126e-03
6500     1.71064025e-09    1.20547284e+00    1.23395493e+00   -6.09277304e-03
6501     1.71110508e-09    1.22730234e+00    1.19018254e+00   -6.02615478e-03
6502     1.71130360e-09    1.23743858e+00    1.17058010e+00   -6.01310653e-03
6503     1.71150212e-09    1.24929638e+00    1.14919894e+00   -6.00780663e-03
6504     1.71152381e-09    1.25095221e+00    1.14650590e+00   -6.00825847e-03
6505     1.71154550e-09    1.25271536e+00    1.14371151e+00   -6.00880195e-03
6506     1.71156718e-09    1.25468080e+00    1.14071446e+00   -6.00952878e-03
6507     1.71158887e-09    1.25681762e+00    1.13752433e+00   -6.01044092e-03
6508     1.71163224e-09    1.26147366e+00    1.13067199e+00   -6.01284281e-03
6509     1.71171898e-09    1.27179490e+00    1.11570653e+00   -6.02007849e-03
6510     1.71180573e-09    1.28298872e+00    1.09972286e+00   -6.03066808e-03
6511     1.71189247e-09    1.29482632e+00    1.08313254e+00   -6.04465015e-03
6512     1.71197922e-09    1.30734087e+00    1.06597347e+00   -6.06197304e-03
6513     1.71215271e-09    1.33467125e+00    1.02971576e+00   -6.10626870e-03
6514     1.71232620e-09    1.36530547e+00    9.90652163e-01   -6.16290533e-03
6515     1.71249969e-09    1.39933041e+00    9.48716750e-01   -6.23115994e-03
6516     1.71267317e-09    1.43642119e+00    9.04226383e-01   -6.31030033e-03
6517     1.71284666e-09    1.47460993e+00    8.59117700e-01   -6.39962221e-03
6518     1.71300280e-09    1.50761137e+00    8.20166573e-01   -6.48824741e-03
6519     1.71315894e-09    1.53822431e+00    7.83808279e-01   -6.58435650e-03
6520     1.71331508e-09    1.56620190e+00    7.50408069e-01   -6.68761218e-03
6521     1.71362736e-09    1.61387206e+00    6.93128596e-01   -6.91336199e-03
6522     1.71393965e-09    1.64997006e+00    6.49289904e-01   -7.16131699e-03
6523     1.71425193e-09    1.67424964e+00    6.19246639e-01   -7.42655541e-03
6524     1.71456421e-09    1.68783739e+00    6.01878013e-01   -7.70400931e-03
6525     1.71487649e-09    1.69283708e+00    5.95174555e-01   -7.98848267e-03
6526     1.71518877e-09    1.69149522e+00    5.97077550e-01   -8.27441841e-03
6527     1.71550105e-09    1.68577106e+00    6.05728883e-01   -8.55588968e-03
6528     1.71612561e-09    1.66725991e+00    6.36751890e-01   -9.07931331e-03
6529     1.71737473e-09    1.62159070e+00    7.27842200e-01   -9.82958140e-03
6530     1.71862385e-09    1.57492682e+00    8.34709571e-01   -1.00391201e-02
6531     1.71987297e-09    1.52208386e+00    9.44450183e-01   -9.64917686e-03
6532     1.72112210e-09    1.45252366e+00    1.05122102e+00   -8.77746018e-03
6533     1.72237122e-09    1.36543250e+00    1.14558484e+00   -7.67801789e-03
6534     1.72362034e-09    1.26523788e+00    1.22123136e+00   -6.66701468e-03
6535     1.72407932e-09    1.22467746e+00    1.24429198e+00   -6.40753984e-03
6536     1.72453831e-09    1.18035694e+00    1.26974877e+00   -6.18354929e-03
6537     1.72457430e-09    1.17642062e+00    1.27209069e+00   -6.16923914e-03
6538     1.72461029e-09    1.17231283e+00    1.27461338e+00   -6.15516278e-03
6539     1.72464627e-09    1.16775168e+00    1.27759709e+00   -6.14155287e-03
6540     1.72468226e-09    1.16264164e+00    1.28108439e+00   -6.12841496e-03
6541     1.72471825e-09    1.15705632e+00    1.28495157e+00   -6.11576980e-03
6542     1.72475424e-09    1.15111084e+00    1.28908918e+00   -6.10364471e-03
6543     1.72482622e-09    1.13851645e+00    1.29790116e+00   -6.08104359e-03
6544     1.72497017e-09    1.11159282e+00    1.31701427e+00   -6.04268085e-03
6545     1.72511412e-09    1.08288130e+00    1.33792380e+00   -6.01352905e-03
6546     1.72525807e-09    1.05231154e+00    1.36083253e+00   -5.99350000e-03
6547     1.72540203e-09    1.01967646e+00    1.38594707e+00   -5.98242764e-03
6548     1.72554598e-09    9.84945588e-01    1.41331427e+00   -5.98013655e-03
6549     1.72568993e-09    9.48224431e-01    1.44283552e+00   -5.98643757e-03
6550     1.72583389e-09    9.10107816e-01    1.47390667e+00   -6.00114295e-03
6551     1.72597784e-09    8.72202455e-01    1.50489096e+00   -6.02408820e-03
6552     1.72612179e-09    8.35945462e-01    1.53423262e+00   -6.05519653e-03
6553     1.72626575e-09    8.01869610e-01    1.56139871e+00   -6.09446129e-03
6554     1.72640970e-09    7.70245606e-01    1.58623046e+00   -6.14180984e-03
6555     1.72669761e-09    7.14839485e-01    1.62862429e+00   -6.25987521e-03
6556     1.72698551e-09    6.70528536e-01    1.66092534e+00   -6.40746535e-03
6557     1.72727342e-09    6.37775369e-01    1.68284404e+00   -6.58201057e-03
6558     1.72756132e-09    6.15952830e-01    1.69510692e+00   -6.78061971e-03
6559     1.72784923e-09    6.03604680e-01    1.69929785e+00   -7.00013377e-03
6560     1.72813714e-09    5.99122115e-01    1.69725435e+00   -7.23697327e-03
6561     1.72842504e-09    6.01022084e-01    1.69068694e+00   -7.48702048e-03
6562     1.72900086e-09    6.18530447e-01    1.66974374e+00   -8.00623536e-03
6563     1.73015248e-09    6.85817512e-01    1.61775826e+00   -8.98865676e-03
6564     1.73130411e-09    7.75438298e-01    1.56766326e+00   -9.71230529e-03
6565     1.73245573e-09    8.74901901e-01    1.52132476e+00   -9.99866243e-03
6566     1.73360736e-09    9.80198007e-01    1.46939333e+00   -9.78241176e-03
6567     1.73475898e-09    1.08399739e+00    1.40626927e+00   -9.12231341e-03
6568     1.73591061e-09    1.17613545e+00    1.33246894e+00   -8.18368670e-03
6569     1.73706223e-09    1.25248791e+00    1.24763996e+00   -7.19851732e-03
6570     1.73738476e-09    1.27174376e+00    1.22026239e+00   -6.95528334e-03
6571     1.73770729e-09    1.29403962e+00    1.18881036e+00   -6.72415230e-03
6572     1.73773619e-09    1.29663244e+00    1.18530796e+00   -6.70474201e-03
6573     1.73776509e-09    1.29940528e+00    1.18162244e+00   -6.68543981e-03
6574     1.73779399e-09    1.30249767e+00    1.17758564e+00   -6.66635758e-03
6575     1.73782289e-09    1.30583142e+00    1.17324272e+00   -6.64750673e-03
6576     1.73788069e-09    1.31298403e+00    1.16389357e+00   -6.61056441e-03
6577     1.73799629e-09    1.32848351e+00    1.14358614e+00   -6.53999825e-03
6578     1.73811188e-09    1.34511551e+00    1.12191054e+00   -6.47409942e-03
6579     1.73822748e-09    1.36285004e+00    1.09909272e+00   -6.41299837e-03
6580     1.73834308e-09    1.38185211e+00    1.07498759e+00   -6.35672327e-03
6581     1.73857428e-09    1.42400084e+00    1.02257592e+00   -6.25873284e-03
6582     1.73880548e-09    1.47150337e+00    9.64750661e-01   -6.18024800e-03
6583     1.73903668e-09    1.52144581e+00    9.04352328e-01   -6.12145157e-03
6584     1.73923864e-09    1.56289197e+00    8.53507044e-01   -6.08652373e-03
6585     1.73944061e-09    1.59982344e+00    8.06867076e-01   -6.06741184e-03
6586     1.73964257e-09    1.63187947e+00    7.64998726e-01   -6.06445791e-03
6587     1.73984454e-09    1.65891465e+00    7.28218155e-01   -6.07769248e-03
6588     1.74004651e-09    1.68071430e+00    6.96814888e-01   -6.10694281e-03
6589     1.74024847e-09    1.69715491e+00    6.70986480e-01   -6.15191288e-03
6590     1.74045044e-09    1.70840306e+00    6.50616599e-01   -6.21220385e-03
